Query,RetrievedDocuments
40137.query,VOM19980404.0700.0676 VOM19980404.0700.1061 VOM19980326.0700.2359 VOM19980326.0900.2164 VOM19980222.0700.0448 VOM19980403.0900.2034 VOM19980403.0900.0431 VOM19980403.0900.0124 VOM19980403.0700.0129 VOM19980403.0700.1169 VOM19980403.0900.3300 VOM19980225.0900.2949 VOM19980404.0700.0406 VOM19980220.0700.1159 VOM19980327.0900.1545 VOM19980620.0730.0003 VOM19980620.0700.0040 VOM19980403.0700.0727 VOM19980223.0700.2728 VOM19980316.0900.2774 VOM19980316.0900.3018 VOM19980511.0730.0066 VOM19980511.0900.0039 VOM19980221.0700.2690 VOM19980312.0900.2408 VOM19980621.0730.0001 VOM19980621.0700.0052 VOM19980220.0900.2583 VOM19980226.0900.2027 VOM19980515.0900.0164 VOM19980511.0700.0105 VOM19980428.0900.0080 VOM19980515.0730.0248 VOM19980326.0900.1939 VOM19980315.0700.2184 VOM19980302.0700.0653 VOM19980515.0700.0434 VOM19980222.0700.0302 VOM19980226.0900.3196 VOM19980228.0700.0268 VOM19980403.0900.0619 VOM19980317.0900.2819 VOM19980317.0900.0757 VOM19980222.0700.1986 VOM19980305.0900.2335 VOM19980312.0900.2795 VOM19980317.0700.0924 VOM19980220.0700.1055 VOM19980312.0900.2127 VOM19980403.0900.1729 VOM19980224.0700.0588 VOM19980317.0900.1247 VOM19980619.0700.0040 VOM19980403.0700.0185 VOM19980220.0900.2019 VOM19980303.0700.1291 VOM19980302.0700.3552 VOM19980403.0900.3074 VOM19980220.0700.2208 VOM19980614.0700.0302 VOM19980504.0730.0100 VOM19980504.0700.0268 VOM19980509.0730.0002 VOM19980630.0730.0136 VOM19980319.0900.0364 VOM19980316.0900.3433 VOM19980305.0700.0763 VOM19980303.0700.0590 VOM19980326.0700.0480 VOM19980509.0700.0043 VOM19980319.0900.0647 VOM19980319.0700.0722 VOM19980224.0700.2219 VOM19980222.0700.2148 VOM19980325.0900.3063 VOM19980403.0900.2079 VOM19980314.0700.1261 VOM19980403.0700.1459 VOM19980618.0730.0119 VOM19980314.0700.0818 VOM19980325.0900.0905 VOM19980305.0900.0492 VOM19980403.0900.2349 VOM19980617.0900.0171 VOM19980223.0900.1900 VOM19980223.0900.3502 VOM19980618.0700.0187 VOM19980530.0730.0138 VOM19980314.0700.2300 VOM19980403.0900.0173 VOM19980325.0900.0195 VOM19980527.0730.0233 VOM19980306.0700.1456 VOM19980530.0700.0260 VOM19980520.0900.0248 VOM19980502.0700.0038 VOM19980610.0730.0140 VOM19980404.0700.1788 VOM19980303.0700.0324 VOM19980325.0900.2179 
40138.query,VOM19980404.0700.0676 VOM19980404.0700.1061 VOM19980326.0700.2359 VOM19980326.0900.2164 VOM19980222.0700.0448 VOM19980403.0900.2034 VOM19980403.0900.0431 VOM19980403.0900.0124 VOM19980403.0700.0129 VOM19980403.0700.1169 VOM19980403.0900.3300 VOM19980225.0900.2949 VOM19980404.0700.0406 VOM19980220.0700.1159 VOM19980327.0900.1545 VOM19980620.0730.0003 VOM19980620.0700.0040 VOM19980403.0700.0727 VOM19980316.0900.2774 VOM19980223.0700.2728 VOM19980316.0900.3018 VOM19980511.0730.0066 VOM19980511.0900.0039 VOM19980221.0700.2690 VOM19980312.0900.2408 VOM19980621.0730.0001 VOM19980621.0700.0052 VOM19980220.0900.2583 VOM19980226.0900.2027 VOM19980515.0900.0164 VOM19980511.0700.0105 VOM19980428.0900.0080 VOM19980515.0730.0248 VOM19980326.0900.1939 VOM19980315.0700.2184 VOM19980302.0700.0653 VOM19980515.0700.0434 VOM19980222.0700.0302 VOM19980226.0900.3196 VOM19980403.0900.0619 VOM19980228.0700.0268 VOM19980317.0900.2819 VOM19980220.0700.1055 VOM19980317.0900.0757 VOM19980222.0700.1986 VOM19980312.0900.2795 VOM19980305.0900.2335 VOM19980619.0700.0040 VOM19980317.0700.0924 VOM19980312.0900.2127 VOM19980224.0700.0588 VOM19980317.0900.1247 VOM19980403.0900.1729 VOM19980403.0700.0185 VOM19980220.0900.3504 VOM19980220.0900.2019 VOM19980220.0700.2208 VOM19980618.0730.0119 VOM19980303.0700.1291 VOM19980403.0900.3074 VOM19980302.0700.3552 VOM19980504.0730.0100 VOM19980223.0900.1900 VOM19980614.0700.0302 VOM19980504.0700.0268 VOM19980223.0900.3502 VOM19980630.0730.0136 VOM19980316.0900.3433 VOM19980509.0730.0002 VOM19980403.0900.2079 VOM19980520.0900.0248 VOM19980319.0900.0364 VOM19980326.0700.0480 VOM19980303.0700.0590 VOM19980403.0900.0173 VOM19980224.0700.2219 VOM19980618.0700.0187 VOM19980527.0730.0233 VOM19980509.0700.0043 VOM19980325.0900.3063 VOM19980305.0700.0763 VOM19980319.0700.0722 VOM19980222.0700.2148 VOM19980325.0900.0905 VOM19980319.0900.0647 VOM19980314.0700.1261 VOM19980403.0700.1459 VOM19980610.0730.0140 VOM19980314.0700.0818 VOM19980305.0900.0492 VOM19980403.0900.2349 VOM19980617.0900.0171 VOM19980314.0700.2300 VOM19980530.0730.0138 VOM19980325.0900.0195 VOM19980530.0700.0260 VOM19980404.0700.1788 VOM19980306.0700.1456 VOM19980616.0700.0538 VOM19980603.0900.0243 
40139.query,VOM19980404.0700.0676 VOM19980404.0700.1061 VOM19980326.0700.2359 VOM19980222.0700.0448 VOM19980326.0900.2164 VOM19980403.0900.2034 VOM19980403.0900.0124 VOM19980403.0700.0129 VOM19980403.0900.0431 VOM19980403.0900.3300 VOM19980403.0700.1169 VOM19980225.0900.2949 VOM19980404.0700.0406 VOM19980220.0700.1159 VOM19980327.0900.1545 VOM19980620.0730.0003 VOM19980620.0700.0040 VOM19980403.0700.0727 VOM19980511.0730.0066 VOM19980316.0900.2774 VOM19980511.0900.0039 VOM19980223.0700.2728 VOM19980316.0900.3018 VOM19980221.0700.2690 VOM19980220.0900.2583 VOM19980511.0700.0105 VOM19980312.0900.2408 VOM19980515.0900.0164 VOM19980621.0730.0001 VOM19980621.0700.0052 VOM19980428.0900.0080 VOM19980226.0900.2027 VOM19980515.0730.0248 VOM19980315.0700.2184 VOM19980515.0700.0434 VOM19980326.0900.1939 VOM19980302.0700.0653 VOM19980226.0900.3196 VOM19980222.0700.0302 VOM19980403.0900.0619 VOM19980228.0700.0268 VOM19980317.0900.2819 VOM19980222.0700.1986 VOM19980312.0900.2795 VOM19980403.0900.1729 VOM19980224.0700.0588 VOM19980220.0700.1055 VOM19980317.0700.0924 VOM19980305.0900.2335 VOM19980619.0700.0040 VOM19980317.0900.0757 VOM19980312.0900.2127 VOM19980317.0900.1247 VOM19980302.0700.3552 VOM19980220.0900.2019 VOM19980403.0700.0185 VOM19980220.0700.2208 VOM19980618.0730.0119 VOM19980220.0900.3504 VOM19980303.0700.1291 VOM19980504.0730.0100 VOM19980325.0900.3425 VOM19980403.0900.3074 VOM19980504.0700.0268 VOM19980614.0700.0302 VOM19980509.0730.0002 VOM19980223.0900.1900 VOM19980223.0900.3502 VOM19980509.0700.0043 VOM19980319.0900.0364 VOM19980630.0730.0136 VOM19980316.0900.3433 VOM19980305.0700.0763 VOM19980224.0700.2219 VOM19980303.0700.0590 VOM19980403.0700.1459 VOM19980222.0700.2148 VOM19980403.0900.2079 VOM19980314.0700.1261 VOM19980520.0900.0248 VOM19980617.0900.0171 VOM19980325.0900.3063 VOM19980314.0700.0818 VOM19980319.0700.0722 VOM19980326.0700.0480 VOM19980527.0730.0233 VOM19980403.0900.2349 VOM19980325.0900.0905 VOM19980618.0700.0187 VOM19980325.0900.0195 VOM19980319.0900.0647 VOM19980502.0700.0038 VOM19980610.0730.0140 VOM19980403.0900.0173 VOM19980305.0900.0492 VOM19980325.0900.2179 VOM19980224.0900.2345 VOM19980430.0900.0001 VOM19980625.0730.0090 VOM19980314.0700.2300 
40140.query,VOM19980404.0700.0676 VOM19980404.0700.1061 VOM19980326.0700.2359 VOM19980326.0900.2164 VOM19980222.0700.0448 VOM19980403.0900.2034 VOM19980403.0700.0129 VOM19980403.0900.0124 VOM19980403.0900.0431 VOM19980403.0700.1169 VOM19980403.0900.3300 VOM19980225.0900.2949 VOM19980404.0700.0406 VOM19980220.0700.1159 VOM19980327.0900.1545 VOM19980325.0900.3063 VOM19980620.0730.0003 VOM19980620.0700.0040 VOM19980403.0700.0727 VOM19980511.0730.0066 VOM19980316.0900.2774 VOM19980511.0900.0039 VOM19980223.0700.2728 VOM19980316.0900.3018 VOM19980221.0700.2690 VOM19980220.0900.2583 VOM19980511.0700.0105 VOM19980312.0900.2408 VOM19980226.0900.2027 VOM19980621.0730.0001 VOM19980621.0700.0052 VOM19980515.0900.0164 VOM19980428.0900.0080 VOM19980515.0730.0248 VOM19980326.0900.1939 VOM19980315.0700.2184 VOM19980515.0700.0434 VOM19980226.0900.3196 VOM19980302.0700.0653 VOM19980505.0700.0384 VOM19980222.0700.0302 VOM19980403.0900.0619 VOM19980228.0700.0268 VOM19980317.0900.2819 VOM19980312.0900.2795 VOM19980305.0900.2335 VOM19980403.0900.1729 VOM19980220.0700.1055 VOM19980222.0700.1986 VOM19980224.0700.0588 VOM19980317.0700.0924 VOM19980619.0700.0040 VOM19980317.0900.0757 VOM19980317.0900.1247 VOM19980312.0900.2127 VOM19980220.0700.2208 VOM19980302.0700.3552 VOM19980403.0900.3074 VOM19980303.0700.1291 VOM19980220.0900.2019 VOM19980504.0730.0100 VOM19980403.0700.0185 VOM19980220.0900.3504 VOM19980618.0730.0119 VOM19980504.0700.0268 VOM19980223.0900.1900 VOM19980224.0700.2219 VOM19980223.0900.3502 VOM19980509.0730.0002 VOM19980305.0700.0763 VOM19980403.0700.1459 VOM19980319.0900.0364 VOM19980614.0700.0302 VOM19980325.0900.3425 VOM19980509.0700.0043 VOM19980222.0700.2148 VOM19980630.0730.0136 VOM19980314.0700.1261 VOM19980319.0700.0722 VOM19980316.0900.3433 VOM19980326.0700.0480 VOM19980403.0900.2079 VOM19980306.0700.1456 VOM19980325.0900.0905 VOM19980520.0900.0248 VOM19980303.0700.0590 VOM19980314.0700.0818 VOM19980305.0900.0492 VOM19980403.0900.2349 VOM19980527.0730.0233 VOM19980617.0900.0171 VOM19980319.0900.0647 VOM19980618.0700.0187 VOM19980325.0900.0195 VOM19980610.0730.0140 VOM19980430.0900.0001 VOM19980502.0700.0038 VOM19980403.0900.0173 VOM19980314.0700.2300 VOM19980625.0730.0090 
40141.query,VOM19980404.0700.0676 VOM19980404.0700.1061 VOM19980222.0700.0448 VOM19980326.0700.2359 VOM19980326.0900.2164 VOM19980404.0700.0406 VOM19980403.0900.0431 VOM19980403.0900.2034 VOM19980403.0700.0129 VOM19980403.0900.0124 VOM19980403.0700.1169 VOM19980403.0900.3300 VOM19980225.0900.2949 VOM19980220.0700.1159 VOM19980327.0900.1545 VOM19980620.0730.0003 VOM19980302.0700.0653 VOM19980620.0700.0040 VOM19980325.0900.3063 VOM19980312.0900.2408 VOM19980621.0730.0001 VOM19980621.0700.0052 VOM19980316.0900.2774 VOM19980316.0900.3018 VOM19980403.0700.0727 VOM19980511.0730.0066 VOM19980223.0700.2728 VOM19980511.0900.0039 VOM19980221.0700.2690 VOM19980226.0900.2027 VOM19980220.0900.2583 VOM19980403.0700.0185 VOM19980515.0900.0164 VOM19980511.0700.0105 VOM19980326.0900.1939 VOM19980428.0900.0080 VOM19980515.0730.0248 VOM19980222.0700.0302 VOM19980312.0900.2127 VOM19980515.0700.0434 VOM19980220.0700.1055 VOM19980315.0700.2184 VOM19980403.0900.2079 VOM19980226.0900.3196 VOM19980403.0900.0619 VOM19980403.0900.0173 VOM19980619.0700.0040 VOM19980317.0900.2819 VOM19980614.0700.0302 VOM19980312.0900.2795 VOM19980505.0700.0384 VOM19980222.0700.1986 VOM19980305.0900.2335 VOM19980317.0900.1247 VOM19980317.0700.0924 VOM19980228.0700.0268 VOM19980220.0900.2019 VOM19980220.0700.2208 VOM19980403.0900.1729 VOM19980303.0700.0590 VOM19980618.0730.0119 VOM19980317.0900.0757 VOM19980302.0700.3552 VOM19980527.0730.0233 VOM19980504.0730.0100 VOM19980618.0700.0187 VOM19980403.0900.3074 VOM19980509.0730.0002 VOM19980504.0700.0268 VOM19980224.0700.0588 VOM19980223.0900.1900 VOM19980403.0900.2970 VOM19980223.0900.3502 VOM19980325.0900.0905 VOM19980224.0700.2219 VOM19980220.0900.3504 VOM19980403.0700.1459 VOM19980303.0700.1291 VOM19980616.0700.0538 VOM19980610.0730.0140 VOM19980509.0700.0043 VOM19980326.0700.0480 VOM19980222.0700.2148 VOM19980302.0900.0670 VOM19980305.0700.0763 VOM19980306.0700.1456 VOM19980319.0700.0722 VOM19980319.0900.0364 VOM19980403.0900.2349 VOM19980314.0700.1261 VOM19980314.0700.0818 VOM19980520.0900.0248 VOM19980305.0900.0492 VOM19980617.0900.0206 VOM19980314.0700.2300 VOM19980404.0700.1788 VOM19980630.0730.0136 VOM19980603.0900.0243 VOM19980319.0900.0647 VOM19980325.0900.3425 
40142.query,VOM19980404.0700.0676 VOM19980404.0700.1061 VOM19980222.0700.0448 VOM19980326.0700.2359 VOM19980326.0900.2164 VOM19980404.0700.0406 VOM19980403.0900.0431 VOM19980403.0900.2034 VOM19980403.0700.0129 VOM19980403.0900.0124 VOM19980403.0700.1169 VOM19980403.0900.3300 VOM19980225.0900.2949 VOM19980220.0700.1159 VOM19980327.0900.1545 VOM19980620.0730.0003 VOM19980620.0700.0040 VOM19980325.0900.3063 VOM19980302.0700.0653 VOM19980621.0730.0001 VOM19980312.0900.2408 VOM19980621.0700.0052 VOM19980316.0900.2774 VOM19980316.0900.3018 VOM19980403.0700.0727 VOM19980223.0700.2728 VOM19980511.0730.0066 VOM19980511.0900.0039 VOM19980226.0900.2027 VOM19980221.0700.2690 VOM19980220.0900.2583 VOM19980326.0900.1939 VOM19980403.0700.0185 VOM19980515.0900.0164 VOM19980511.0700.0105 VOM19980428.0900.0080 VOM19980222.0700.0302 VOM19980515.0730.0248 VOM19980403.0900.0173 VOM19980527.0730.0233 VOM19980312.0900.2127 VOM19980618.0730.0119 VOM19980430.0900.0231 VOM19980220.0700.1055 VOM19980515.0700.0434 VOM19980403.0900.2079 VOM19980226.0900.3196 VOM19980315.0700.2184 VOM19980403.0900.0619 VOM19980619.0700.0040 VOM19980312.0900.2795 VOM19980223.0900.1900 VOM19980317.0900.2819 VOM19980614.0700.0302 VOM19980223.0900.3502 VOM19980610.0730.0140 VOM19980505.0700.0384 VOM19980305.0900.2335 VOM19980222.0700.1986 VOM19980403.0900.2970 VOM19980317.0700.0510 VOM19980303.0700.0696 VOM19980317.0900.1247 VOM19980220.0900.2019 VOM19980317.0700.0924 VOM19980616.0700.0538 VOM19980617.0900.0206 VOM19980228.0700.0268 VOM19980520.0900.0248 VOM19980220.0900.3504 VOM19980302.0700.3552 VOM19980303.0700.0590 VOM19980220.0700.2208 VOM19980403.0900.3074 VOM19980403.0900.1729 VOM19980603.0900.0243 VOM19980302.0900.0368 VOM19980618.0700.0187 VOM19980403.0700.1459 VOM19980317.0900.0757 VOM19980509.0730.0002 VOM19980325.0900.0905 VOM19980423.0900.0253 VOM19980504.0730.0100 VOM19980506.0700.0472 VOM19980224.0700.0588 VOM19980504.0700.0268 VOM19980224.0700.2219 VOM19980316.0700.0649 VOM19980509.0700.0043 VOM19980326.0700.0480 VOM19980303.0700.1291 VOM19980222.0700.2148 VOM19980325.0900.0356 VOM19980611.0900.0253 VOM19980319.0700.0722 VOM19980302.0900.0670 VOM19980305.0700.0763 VOM19980319.0900.0364 VOM19980306.0700.1456 
40143.query,VOM19980404.0700.0676 VOM19980404.0700.1061 VOM19980403.0900.2034 VOM19980222.0700.0448 VOM19980403.0700.0129 VOM19980403.0900.0124 VOM19980326.0700.2359 VOM19980326.0900.2164 VOM19980403.0900.0431 VOM19980404.0700.0406 VOM19980403.0900.3300 VOM19980403.0700.1169 VOM19980225.0900.2949 VOM19980220.0700.1159 VOM19980327.0900.1545 VOM19980620.0730.0003 VOM19980620.0700.0040 VOM19980325.0900.3063 VOM19980302.0700.0653 VOM19980621.0730.0001 VOM19980312.0900.2408 VOM19980621.0700.0052 VOM19980316.0900.2774 VOM19980316.0900.3018 VOM19980511.0730.0066 VOM19980403.0700.0727 VOM19980511.0900.0039 VOM19980223.0700.2728 VOM19980221.0700.2690 VOM19980226.0900.2027 VOM19980511.0700.0105 VOM19980515.0900.0164 VOM19980220.0900.2583 VOM19980428.0900.0080 VOM19980326.0900.1939 VOM19980515.0730.0248 VOM19980403.0700.0185 VOM19980222.0700.0302 VOM19980315.0700.2184 VOM19980527.0730.0233 VOM19980515.0700.0434 VOM19980618.0730.0119 VOM19980403.0900.0173 VOM19980226.0900.3196 VOM19980312.0900.2127 VOM19980220.0700.1055 VOM19980430.0900.0231 VOM19980403.0900.2079 VOM19980403.0900.0619 VOM19980619.0700.0040 VOM19980223.0900.1900 VOM19980312.0900.2795 VOM19980614.0700.0302 VOM19980223.0900.3502 VOM19980317.0900.2819 VOM19980610.0730.0140 VOM19980222.0700.1986 VOM19980505.0700.0384 VOM19980305.0900.2335 VOM19980220.0900.2019 VOM19980317.0700.0510 VOM19980317.0700.0924 VOM19980303.0700.0696 VOM19980220.0900.3504 VOM19980228.0700.0268 VOM19980317.0900.1247 VOM19980302.0700.3552 VOM19980403.0900.2970 VOM19980403.0900.1729 VOM19980520.0900.0248 VOM19980616.0700.0538 VOM19980224.0700.0588 VOM19980403.0900.3074 VOM19980617.0900.0206 VOM19980303.0700.0590 VOM19980220.0700.2208 VOM19980504.0730.0100 VOM19980603.0900.0243 VOM19980403.0700.1459 VOM19980504.0700.0268 VOM19980302.0900.0368 VOM19980509.0730.0002 VOM19980317.0900.0757 VOM19980618.0700.0187 VOM19980325.0900.0905 VOM19980423.0900.0253 VOM19980326.0700.0480 VOM19980224.0700.2219 VOM19980506.0700.0472 VOM19980303.0700.1291 VOM19980509.0700.0043 VOM19980305.0700.0763 VOM19980316.0700.0649 VOM19980222.0700.2148 VOM19980319.0900.0364 VOM19980325.0900.0356 VOM19980630.0730.0136 VOM19980314.0700.1261 VOM19980316.0900.3433 VOM19980319.0700.0722 
40144.query,VOM19980404.0700.0676 VOM19980404.0700.1061 VOM19980222.0700.0448 VOM19980403.0900.2034 VOM19980403.0700.0129 VOM19980326.0700.2359 VOM19980326.0900.2164 VOM19980403.0900.0124 VOM19980403.0900.0431 VOM19980403.0900.3300 VOM19980404.0700.0406 VOM19980403.0700.1169 VOM19980225.0900.2949 VOM19980220.0700.1159 VOM19980327.0900.1545 VOM19980620.0730.0003 VOM19980620.0700.0040 VOM19980325.0900.3063 VOM19980302.0700.0653 VOM19980312.0900.2408 VOM19980316.0900.3018 VOM19980621.0730.0001 VOM19980621.0700.0052 VOM19980316.0900.2774 VOM19980403.0700.0727 VOM19980319.0700.2536 VOM19980223.0700.2728 VOM19980511.0900.0039 VOM19980511.0730.0066 VOM19980221.0700.2690 VOM19980226.0900.2027 VOM19980511.0700.0105 VOM19980220.0900.2583 VOM19980515.0900.0164 VOM19980326.0900.1939 VOM19980222.0700.0302 VOM19980428.0900.0080 VOM19980515.0730.0248 VOM19980403.0700.0185 VOM19980315.0700.2184 VOM19980515.0700.0434 VOM19980220.0700.1055 VOM19980403.0900.0173 VOM19980527.0730.0233 VOM19980226.0900.3196 VOM19980618.0730.0119 VOM19980312.0900.2127 VOM19980403.0900.0619 VOM19980430.0900.0231 VOM19980614.0700.0302 VOM19980403.0900.2079 VOM19980403.0900.3074 VOM19980312.0900.2795 VOM19980317.0900.2819 VOM19980619.0700.0040 VOM19980228.0700.0268 VOM19980223.0900.1900 VOM19980223.0900.3502 VOM19980610.0730.0140 VOM19980317.0700.0924 VOM19980222.0700.1986 VOM19980305.0900.2335 VOM19980317.0900.1247 VOM19980303.0700.1291 VOM19980220.0700.2208 VOM19980505.0700.0384 VOM19980403.0900.1729 VOM19980220.0900.2019 VOM19980520.0900.0248 VOM19980302.0700.3552 VOM19980630.0730.0136 VOM19980317.0700.0510 VOM19980326.0700.0480 VOM19980220.0900.3504 VOM19980403.0900.2970 VOM19980303.0700.0696 VOM19980224.0700.0588 VOM19980617.0900.0206 VOM19980403.0700.1459 VOM19980616.0700.0538 VOM19980224.0700.2219 VOM19980303.0700.0590 VOM19980509.0730.0002 VOM19980504.0730.0100 VOM19980317.0900.0757 VOM19980618.0700.0187 VOM19980504.0700.0268 VOM19980603.0900.0243 VOM19980325.0900.0905 VOM19980404.0700.1788 VOM19980316.0900.3433 VOM19980305.0700.0763 VOM19980306.0700.1456 VOM19980509.0700.0043 VOM19980403.0900.2349 VOM19980302.0900.0368 VOM19980314.0700.1261 VOM19980222.0700.2148 VOM19980423.0900.0253 VOM19980506.0700.0472 
40145.query,VOM19980404.0700.0676 VOM19980404.0700.1061 VOM19980222.0700.0448 VOM19980403.0900.2034 VOM19980403.0700.0129 VOM19980326.0700.2359 VOM19980326.0900.2164 VOM19980403.0900.0124 VOM19980403.0900.0431 VOM19980403.0900.3300 VOM19980404.0700.0406 VOM19980403.0700.1169 VOM19980225.0900.2949 VOM19980220.0700.1159 VOM19980327.0900.1545 VOM19980620.0700.0040 VOM19980620.0730.0003 VOM19980325.0900.3063 VOM19980621.0700.0052 VOM19980621.0730.0001 VOM19980302.0700.0653 VOM19980312.0900.2408 VOM19980319.0700.2536 VOM19980511.0900.0039 VOM19980316.0900.3018 VOM19980316.0900.2774 VOM19980223.0700.2728 VOM19980403.0700.0727 VOM19980511.0730.0066 VOM19980221.0700.2690 VOM19980226.0900.2027 VOM19980511.0700.0105 VOM19980515.0900.0164 VOM19980220.0900.2583 VOM19980530.0700.0260 VOM19980326.0900.1939 VOM19980515.0730.0248 VOM19980222.0700.0302 VOM19980428.0900.0080 VOM19980315.0700.2184 VOM19980403.0900.3074 VOM19980403.0700.0185 VOM19980515.0700.0434 VOM19980319.0700.0352 VOM19980303.0700.1291 VOM19980220.0700.1055 VOM19980228.0700.0268 VOM19980530.0730.0138 VOM19980403.0900.0173 VOM19980226.0900.3196 VOM19980527.0730.0233 VOM19980326.0700.0480 VOM19980312.0900.2127 VOM19980618.0730.0119 VOM19980403.0900.0619 VOM19980220.0700.2208 VOM19980614.0700.0302 VOM19980403.0900.2079 VOM19980430.0900.0231 VOM19980619.0700.0040 VOM19980223.0900.1900 VOM19980317.0900.2819 VOM19980312.0900.2795 VOM19980630.0730.0136 VOM19980223.0900.3502 VOM19980404.0700.1788 VOM19980610.0730.0140 VOM19980303.0700.0324 VOM19980504.0700.0222 VOM19980220.0900.2019 VOM19980305.0900.2335 VOM19980403.0700.0259 VOM19980317.0700.0924 VOM19980317.0900.1247 VOM19980520.0900.0248 VOM19980505.0700.0344 VOM19980505.0730.0186 VOM19980222.0700.1986 VOM19980301.0700.0136 VOM19980505.0700.0384 VOM19980403.0900.1729 VOM19980302.0900.0510 VOM19980627.0700.0466 VOM19980316.0900.3433 VOM19980303.0700.0696 VOM19980302.0700.3552 VOM19980220.0900.3504 VOM19980316.0700.2333 VOM19980224.0700.2219 VOM19980224.0700.0588 VOM19980618.0700.0187 VOM19980403.0900.2970 VOM19980317.0700.0510 VOM19980603.0900.0243 VOM19980617.0900.0206 VOM19980302.0700.2840 VOM19980509.0730.0002 VOM19980303.0700.0590 VOM19980504.0730.0100 VOM19980616.0700.0538 
40146.query,VOM19980404.0700.0676 VOM19980404.0700.1061 VOM19980222.0700.0448 VOM19980403.0900.2034 VOM19980403.0700.0129 VOM19980326.0700.2359 VOM19980326.0900.2164 VOM19980403.0900.0124 VOM19980403.0900.0431 VOM19980403.0900.3300 VOM19980403.0700.1169 VOM19980404.0700.0406 VOM19980225.0900.2949 VOM19980220.0700.1159 VOM19980327.0900.1545 VOM19980620.0700.0040 VOM19980620.0730.0003 VOM19980325.0900.3063 VOM19980621.0700.0052 VOM19980621.0730.0001 VOM19980312.0900.2408 VOM19980302.0700.0653 VOM19980511.0900.0039 VOM19980319.0700.2536 VOM19980316.0900.3018 VOM19980316.0900.2774 VOM19980223.0700.2728 VOM19980403.0700.0727 VOM19980511.0730.0066 VOM19980221.0700.2690 VOM19980226.0900.2027 VOM19980530.0700.0260 VOM19980511.0700.0105 VOM19980515.0900.0164 VOM19980220.0900.2583 VOM19980515.0730.0248 VOM19980222.0700.0302 VOM19980326.0900.1939 VOM19980428.0900.0080 VOM19980303.0700.1291 VOM19980319.0700.0352 VOM19980315.0700.2184 VOM19980228.0700.0268 VOM19980403.0900.3074 VOM19980515.0700.0434 VOM19980530.0730.0138 VOM19980403.0700.0185 VOM19980220.0700.1055 VOM19980326.0700.0480 VOM19980403.0900.0173 VOM19980618.0730.0119 VOM19980226.0900.3196 VOM19980527.0730.0233 VOM19980220.0700.2208 VOM19980312.0900.2127 VOM19980403.0900.0619 VOM19980403.0900.2079 VOM19980614.0700.0302 VOM19980619.0700.0040 VOM19980303.0700.0324 VOM19980430.0900.0231 VOM19980404.0700.1788 VOM19980504.0700.0222 VOM19980317.0900.2819 VOM19980223.0900.1900 VOM19980630.0730.0136 VOM19980312.0900.2795 VOM19980223.0900.3502 VOM19980403.0700.0259 VOM19980610.0730.0140 VOM19980301.0700.0136 VOM19980505.0700.0344 VOM19980505.0730.0186 VOM19980305.0900.2335 VOM19980220.0900.2019 VOM19980317.0700.0924 VOM19980317.0900.1247 VOM19980302.0900.0510 VOM19980520.0900.0248 VOM19980222.0700.1986 VOM19980403.0900.1729 VOM19980302.0700.2840 VOM19980505.0700.0384 VOM19980316.0700.2333 VOM19980303.0700.0696 VOM19980220.0900.3504 VOM19980316.0900.3433 VOM19980627.0700.0466 VOM19980314.0700.2300 VOM19980224.0700.0588 VOM19980224.0700.2219 VOM19980302.0700.3552 VOM19980618.0700.0187 VOM19980625.0700.0205 VOM19980617.0900.0206 VOM19980303.0700.0590 VOM19980509.0730.0002 VOM19980317.0700.0510 VOM19980305.0700.0560 VOM19980403.0900.2970 
